user_id,user_categories,user_keywords,age,gender,user_click_last3m,user_cart_last3m,user_buy_last3m,user_forward_last3m
U05632,科技;流行,神经网络;绘本,26,F,8,1,1,1
U05633,经管,管理;推理,40,F,15,2,0,1
U05634,经管;科技,推理;管理;编程;算法,56,M,13,6,1,1
U05635,流行;科技;经管,青春;武侠,45,F,3,1,1,0
U05636,流行;科技,神经网络;商业;创业,49,M,11,0,0,0
U05637,科技,算法;悬疑;科普;漫画,65,M,12,0,0,0
U05638,经管,理财;编程,30,F,9,0,0,0
U05639,流行;经管,奇幻;经济学;科普;青春,23,F,8,1,0,0
U05640,经管,奇幻;算法;神经网络,34,F,6,2,2,0
U05641,经管,绘本;机器学习,57,M,9,0,0,1
U05642,科技,管理;编程;漫画;神经网络,25,M,13,2,0,0
U05643,流行;经管;科技,悬疑;科幻,48,M,11,3,0,0
U05644,流行;科技;经管,奇幻;武侠;创业;悬疑,50,F,13,1,1,0
U05645,流行;科技,推理;人工智能,17,F,12,2,0,2
U05646,经管;科技,科学;悬疑;漫画,47,F,9,2,0,0
U05647,经管;科技,理财;科普;悬疑;经济学,40,M,12,3,0,0
U05648,科技,青春;商业;悬疑,50,F,7,1,1,1
U05649,经管;科技;流行,算法;青春;理财;神经网络,57,M,5,0,0,0
U05650,经管,管理;创业;理财,23,M,15,4,1,2
U05651,流行;科技,编程;机器学习;推理,51,F,12,2,1,1
U05652,经管;流行;科技,悬疑;科幻;绘本,58,F,4,2,0,0
U05653,经管;科技;流行,编程;商业;神经网络;奇幻,39,F,9,2,1,1
U05654,流行;科技;经管,算法;管理;机器学习,38,M,7,1,0,0
U05655,经管,推理;创业,17,F,9,1,1,0
U05656,经管;科技,武侠;青春;悬疑,26,M,8,4,1,1
U05657,流行;经管,悬疑;推理,16,M,12,2,0,0
U05658,科技;经管;流行,绘本;悬疑;科普,40,F,14,2,0,0
U05659,流行;科技;经管,奇幻;理财;经济学,50,M,8,1,0,1
U05660,经管;流行;科技,管理;理财;人工智能,47,M,7,0,0,0
U05661,科技;流行;经管,奇幻;算法,40,F,11,1,0,0
U05662,流行;经管,机器学习;科学;人工智能,33,F,10,4,2,3
U05663,经管,机器学习;科普,49,M,9,0,0,0
U05664,流行;经管,科学;创业,17,M,14,4,1,1
U05665,经管;流行;科技,编程;商业;管理,56,F,14,3,1,1
U05666,经管;科技,理财;科学,51,M,9,0,0,0
U05667,流行;经管;科技,机器学习;科幻,19,M,9,3,1,1
U05668,流行;经管;科技,人工智能;悬疑,38,F,11,1,0,0
U05669,流行;科技;经管,科学;奇幻,45,F,13,3,0,1
U05670,流行;科技;经管,经济学;创业,38,F,8,0,0,0
U05671,科技,科普;经济学;武侠,21,F,5,1,0,0
U05672,流行,创业;青春;理财,60,F,13,2,0,0
U05673,流行;经管;科技,青春;奇幻;人工智能;神经网络,17,M,7,1,0,0
U05674,经管;流行,绘本;理财;商业,51,F,14,2,1,1
U05675,科技,科普;漫画;人工智能;科幻,51,M,5,1,0,0
U05676,流行;经管;科技,青春;经济学,32,F,15,0,0,0
U05677,流行,编程;算法;人工智能,25,M,13,2,1,1
U05678,经管,编程;绘本;奇幻,20,F,10,2,1,0
U05679,流行,算法;神经网络;人工智能,54,F,9,1,0,1
U05680,经管,神经网络;商业;漫画;编程,50,F,10,3,1,1
U05681,经管;流行;科技,编程;青春;悬疑;漫画,16,F,9,2,0,1
U05682,流行;科技;经管,推理;理财,44,F,12,5,2,0
U05683,科技;流行;经管,绘本;商业;科普;漫画,34,M,11,2,0,0
U05684,流行,奇幻;神经网络;绘本;漫画,57,F,11,1,0,0
U05685,科技,绘本;漫画;悬疑;商业,52,F,6,0,0,0
U05686,经管;流行;科技,武侠;青春;人工智能;悬疑,37,M,14,1,0,0
U05687,流行,科普;科幻,50,F,14,1,0,0
U05688,科技;经管,科普;科学;理财,21,M,10,2,0,0
U05689,流行;经管,商业;人工智能,58,F,12,2,1,1
U05690,经管,经济学;人工智能,47,F,9,1,0,0
U05691,经管,商业;人工智能;编程;管理,44,F,7,1,0,0
U05692,流行,机器学习;创业;编程;推理,39,F,6,0,0,0
U05693,流行;经管;科技,编程;青春;理财,15,M,12,3,0,0
U05694,流行;经管,科普;商业;青春,36,M,13,2,0,0
U05695,流行;科技,神经网络;管理;科幻;人工智能,31,F,8,1,0,1
U05696,经管;科技,科普;经济学,56,M,6,1,0,0
U05697,经管;流行,创业;机器学习;武侠,21,M,5,1,1,0
U05698,科技;经管,管理;创业;算法;理财,55,F,7,1,0,0
U05699,经管,管理;编程,26,M,8,3,0,0
U05700,科技;流行;经管,理财;人工智能,57,M,13,3,0,0
U05701,流行;科技;经管,科幻;青春;武侠,20,F,6,2,0,0
U05702,流行,管理;推理,16,M,8,2,0,0
U05703,流行,推理;商业;奇幻,26,F,4,0,0,0
U05704,科技;流行;经管,神经网络;漫画;人工智能;理财,50,M,7,2,1,1
U05705,经管;科技;流行,神经网络;奇幻;商业;管理,57,M,10,3,0,0
U05706,科技;经管;流行,人工智能;悬疑,60,M,9,2,0,1
U05707,科技;流行;经管,经济学;绘本,49,F,7,2,0,0
U05708,流行;经管,创业;神经网络,31,M,11,2,0,0
U05709,流行;经管,悬疑;商业;科普;科幻,28,F,10,3,1,1
U05710,科技,机器学习;推理;悬疑;创业,45,F,9,4,2,2
U05711,科技;流行;经管,机器学习;绘本;人工智能;科幻,31,F,8,3,0,1
U05712,科技;经管,科普;编程;漫画,63,M,8,0,0,0
U05713,经管;流行;科技,编程;科普;商业;科幻,64,F,12,3,1,0
U05714,流行,商业;经济学,17,M,11,2,1,0
U05715,流行;经管,悬疑;算法;绘本;青春,30,F,11,0,0,0
U05716,科技;流行,管理;经济学;悬疑;科学,38,M,11,3,1,0
U05717,科技,绘本;悬疑;创业;漫画,46,M,12,6,3,1
U05718,流行;经管;科技,科学;科幻;漫画,58,F,7,0,0,0
U05719,科技;经管;流行,科普;管理;科学,18,M,13,2,1,0
U05720,科技;流行;经管,科普;创业;神经网络;机器学习,23,F,10,1,1,1
U05721,科技;经管,人工智能;科学;青春,51,F,11,3,0,0
U05722,科技;流行,武侠;科普,50,M,9,2,0,0
U05723,经管;科技,推理;管理,15,F,15,3,1,1
U05724,科技;经管,科普;悬疑,16,F,8,0,0,0
U05725,流行,科学;管理;武侠,57,M,7,1,0,0
U05726,流行;科技;经管,推理;创业;科普,59,F,9,2,0,0
U05727,经管,编程;创业;科普,51,M,13,3,1,0
U05728,科技;流行,推理;绘本;奇幻;机器学习,32,F,11,1,0,0
U05729,经管,科幻;漫画;管理,64,F,7,2,2,0
U05730,经管,漫画;理财;奇幻,54,M,11,2,1,1
U05731,流行,商业;奇幻;算法;科普,43,M,9,1,1,1
U05732,经管;科技,漫画;科普;科学;机器学习,59,M,12,3,0,1
U05733,流行,科学;漫画;推理,54,F,15,0,0,1
U05734,科技,商业;科普;悬疑;管理,53,F,10,4,1,0
U05735,经管;流行,人工智能;创业;武侠,43,F,14,2,0,0
U05736,科技;经管;流行,神经网络;科普,53,F,10,1,1,0
U05737,流行;经管;科技,科学;创业;漫画;神经网络,20,F,11,2,0,0
U05738,流行;科技,算法;青春;绘本;编程,30,M,9,0,0,0
U05739,流行,奇幻;漫画;算法;商业,46,F,4,0,0,0
U05740,经管;流行,武侠;人工智能;机器学习,15,M,9,2,1,1
U05741,经管;流行,人工智能;漫画;理财,57,M,8,0,0,0
U05742,科技;经管;流行,推理;经济学,39,M,15,6,0,0
U05743,经管;流行,神经网络;管理;人工智能;理财,28,F,10,2,0,1
U05744,流行;科技;经管,经济学;绘本;算法,16,M,7,1,0,0
U05745,经管;科技,编程;机器学习;奇幻,40,M,7,1,0,0
U05746,流行;经管;科技,机器学习;理财,60,M,10,1,0,0
U05747,流行;经管,青春;机器学习;绘本;科幻,43,F,12,2,2,1
U05748,流行,科幻;科学;漫画;青春,43,M,5,1,0,0
U05749,流行;科技,机器学习;商业;绘本,46,F,12,5,0,0
U05750,流行;科技;经管,科幻;青春;经济学,41,F,9,1,0,0
U05751,科技;流行,神经网络;科幻;算法;商业,51,F,9,2,0,0
U05752,科技,悬疑;青春;经济学,31,M,6,1,1,1
U05753,科技,武侠;经济学;编程,59,M,5,2,1,0
U05754,经管,科幻;科普;经济学,42,M,15,1,0,0
U05755,流行,理财;人工智能;算法,41,M,12,1,0,0
U05756,经管,科幻;商业;机器学习,48,M,4,2,0,0
U05757,科技;流行,算法;奇幻;悬疑;青春,42,M,13,3,1,0
U05758,科技;流行,奇幻;青春,54,M,10,1,1,1
U05759,科技;流行;经管,推理;人工智能;机器学习;算法,32,M,8,1,1,1
U05760,经管;流行;科技,机器学习;悬疑;算法;科学,52,F,9,1,0,0
U05761,经管;科技;流行,神经网络;机器学习;管理;理财,54,F,14,4,3,0
U05762,科技;经管,武侠;编程,35,F,14,0,0,0
U05763,科技;经管,商业;绘本,40,M,18,5,0,0
U05764,经管;流行,商业;悬疑,50,M,11,2,0,0
U05765,科技;流行,悬疑;经济学;科普;商业,34,M,8,3,1,0
U05766,经管;流行;科技,科普;推理;人工智能,59,F,10,1,1,2
U05767,流行;经管,经济学;奇幻,25,F,10,2,0,0
U05768,经管;科技;流行,创业;理财;算法;悬疑,62,M,8,2,1,1
U05769,流行;科技,武侠;奇幻,31,M,14,2,1,0
U05770,流行,科幻;机器学习,37,M,7,1,0,0
U05771,科技,管理;人工智能;算法;漫画,17,M,10,0,0,2
U05772,经管;流行;科技,理财;悬疑;商业;科学,62,M,10,2,1,0
U05773,经管,神经网络;武侠;管理,34,M,11,0,0,0
U05774,科技;流行,科幻;科普,38,F,12,1,0,0
U05775,科技,神经网络;奇幻;科幻,41,M,5,2,0,0
U05776,经管;科技,理财;奇幻,54,F,7,0,0,0
U05777,流行;科技,管理;人工智能;创业,24,M,8,0,0,0
U05778,流行;经管,科普;人工智能,37,M,4,1,0,0
U05779,流行,武侠;创业,15,M,8,1,0,0
U05780,流行;经管,经济学;管理;人工智能;编程,16,F,12,3,0,0
U05781,科技,创业;推理;科学;管理,54,F,8,0,0,0
U05782,经管;流行,商业;人工智能;悬疑,35,F,8,1,1,0
U05783,科技,漫画;商业;青春;科学,53,F,5,2,0,0
U05784,流行,神经网络;编程,54,F,8,0,0,0
U05785,经管;科技,漫画;奇幻;经济学;青春,46,M,7,3,1,1
U05786,科技,科幻;经济学;管理,41,M,15,3,1,0
U05787,科技;流行;经管,科普;经济学,18,M,13,0,0,0
U05788,流行,人工智能;推理;神经网络;经济学,62,F,9,1,0,0
U05789,流行;经管,青春;管理,43,F,10,1,1,1
U05790,经管,创业;推理,18,F,5,1,0,0
U05791,经管;科技,科普;绘本,43,M,12,2,0,0
U05792,经管,悬疑;青春;商业;神经网络,35,F,11,2,0,1
U05793,流行,算法;奇幻;经济学,21,M,16,2,0,1
U05794,科技,推理;创业,62,M,12,1,0,0
U05795,科技;经管,管理;经济学;青春,53,M,7,3,0,0
U05796,经管;流行;科技,武侠;悬疑,49,M,12,1,0,1
U05797,科技;流行;经管,算法;商业;科普,47,F,10,1,1,0
U05798,流行;科技,经济学;人工智能;绘本,24,M,11,1,0,0
U05799,科技,武侠;青春,38,F,13,2,1,0
U05800,经管,编程;商业;算法;管理,55,F,11,3,0,0
U05801,经管;流行,推理;机器学习;奇幻;科普,30,F,11,1,0,0
U05802,流行;经管,商业;科普;神经网络,18,F,17,0,0,0
U05803,科技,创业;理财,26,M,11,2,1,0
U05804,经管,绘本;创业;管理;科幻,52,F,14,3,2,2
U05805,流行;经管,绘本;青春,41,F,13,4,1,0
U05806,科技;流行,青春;武侠;理财,62,M,6,1,0,2
U05807,科技;经管;流行,经济学;漫画;科幻;人工智能,45,M,13,4,0,0
U05808,经管;科技,悬疑;奇幻,47,M,3,0,0,0
U05809,科技,悬疑;漫画;奇幻;人工智能,44,F,11,5,2,0
U05810,流行;经管;科技,理财;编程,50,F,7,0,0,0
U05811,经管;科技;流行,人工智能;科幻,56,M,4,3,1,0
U05812,流行;经管;科技,经济学;理财;科幻,29,M,4,0,0,0
U05813,科技;经管,青春;算法;科学,59,F,11,3,1,1
U05814,科技,算法;神经网络,33,F,10,1,0,0
U05815,流行;经管;科技,管理;理财,20,M,12,4,1,1
U05816,经管;流行;科技,理财;绘本;奇幻,46,M,10,2,0,0
U05817,科技;经管;流行,创业;神经网络;推理;机器学习,54,M,4,1,0,0
U05818,经管;流行;科技,神经网络;算法;机器学习;理财,19,F,5,1,0,0
U05819,科技;经管;流行,绘本;神经网络;奇幻,15,M,10,1,0,0
U05820,经管,管理;科普;理财,17,M,5,0,0,0
U05821,流行;科技;经管,算法;机器学习,52,F,10,1,1,1
U05822,流行,人工智能;商业;奇幻,19,F,6,2,0,0
U05823,经管,推理;科普;悬疑,24,F,17,2,0,1
U05824,经管,绘本;科学;经济学,32,M,13,1,0,0
U05825,流行,绘本;科普;推理,60,M,11,4,1,1
U05826,流行;科技;经管,算法;理财,26,M,5,2,1,0
U05827,科技;经管,商业;管理;悬疑;漫画,45,F,8,1,0,0
U05828,科技;流行;经管,绘本;科学;武侠;推理,55,M,12,2,0,0
U05829,流行,人工智能;奇幻;推理;科学,55,M,4,1,0,0
U05830,流行,编程;科普;算法,21,M,13,1,0,0
U05831,流行,编程;悬疑;武侠,32,M,9,2,0,0
U05832,科技;经管,绘本;机器学习;推理;人工智能,29,F,11,2,0,0
U05833,流行;经管,人工智能;青春,58,F,13,2,0,1
U05834,经管,机器学习;绘本;科普,61,F,9,1,0,1
U05835,流行;科技,绘本;悬疑;编程;理财,48,F,7,1,0,0
U05836,科技,神经网络;推理;机器学习;悬疑,48,M,9,1,0,0
U05837,经管,创业;青春,58,F,11,1,0,0
U05838,流行;经管,武侠;奇幻,27,F,10,1,0,1
U05839,科技;经管;流行,悬疑;武侠;商业,17,M,11,3,0,1
U05840,流行,机器学习;奇幻,61,F,8,2,0,0
U05841,科技;流行,人工智能;经济学,41,F,9,2,1,1
U05842,流行,科学;神经网络;理财;创业,20,F,6,2,0,0
U05843,科技;经管,神经网络;编程;青春,42,M,6,0,0,0
U05844,流行,悬疑;科普;绘本,56,F,7,0,0,0
U05845,流行;科技,奇幻;商业;编程;神经网络,24,F,12,1,1,1
U05846,科技,商业;科学;奇幻;推理,42,F,17,1,0,0
U05847,经管;科技,武侠;青春,58,M,8,2,1,0
U05848,流行;经管;科技,算法;神经网络;推理;武侠,46,M,6,2,0,0
U05849,流行;科技;经管,科学;青春,44,F,10,2,0,0
U05850,科技;经管,人工智能;编程;神经网络;机器学习,48,F,11,2,2,1
U05851,流行;经管,人工智能;武侠;机器学习,46,M,10,6,1,0
U05852,科技;流行;经管,管理;理财;经济学,20,M,8,1,0,0
U05853,流行;科技,绘本;商业,61,M,10,2,0,0
U05854,流行,理财;悬疑;科普,65,M,7,3,1,1
U05855,科技,科学;理财,17,M,11,3,1,1
U05856,流行;经管,商业;青春,16,M,7,1,1,0
U05857,经管;流行,经济学;机器学习;理财;商业,58,M,9,1,0,0
U05858,科技,科幻;理财;算法;悬疑,47,M,8,0,0,0
U05859,经管;流行,算法;编程;奇幻,45,F,14,1,0,0
U05860,科技;流行;经管,经济学;商业;编程;科幻,40,M,12,1,0,1
U05861,流行;科技;经管,武侠;悬疑;神经网络,40,M,9,1,0,0
U05862,科技;流行;经管,推理;绘本,46,M,9,2,1,0
U05863,流行,科幻;漫画,24,M,11,1,0,0
U05864,流行;经管,科普;商业;科学,23,M,8,2,0,0
U05865,科技,经济学;武侠;神经网络,35,M,16,3,1,2
U05866,经管;科技,推理;科幻,54,F,13,1,0,0
U05867,流行;科技,科学;青春;推理,36,F,13,2,1,0
U05868,科技;流行,管理;商业,63,M,7,0,0,0
U05869,科技;流行,管理;商业;绘本,65,M,16,3,0,2
U05870,经管;流行,商业;经济学;编程;推理,52,F,5,2,1,1
U05871,经管;流行;科技,奇幻;科普,26,M,7,1,1,2
U05872,流行,科幻;悬疑;理财;推理,46,F,19,1,0,1
U05873,经管;科技,绘本;推理;青春,24,F,8,1,1,0
U05874,经管;科技;流行,奇幻;管理;推理,54,F,7,0,0,0
U05875,经管;科技,人工智能;神经网络;管理,47,M,8,1,0,0
U05876,流行;科技;经管,人工智能;神经网络;管理,53,M,9,3,0,0
U05877,经管;科技;流行,青春;漫画;人工智能;科普,50,F,9,2,1,1
U05878,经管;科技;流行,理财;漫画;创业;科普,56,M,6,1,1,0
U05879,经管,奇幻;编程;人工智能,24,F,11,1,0,0
U05880,科技;流行;经管,管理;编程;漫画;经济学,22,M,11,2,0,0
U05881,经管;流行;科技,理财;科学,40,F,4,2,0,0
U05882,流行;科技,理财;算法;神经网络;机器学习,63,F,7,2,0,0
U05883,经管;流行;科技,奇幻;悬疑;商业;机器学习,62,M,8,1,0,0
U05884,经管;科技;流行,管理;编程;漫画,24,F,17,2,0,0
U05885,经管;科技;流行,青春;经济学;科普,33,F,6,0,0,0
U05886,经管,机器学习;编程,30,F,9,0,0,0
U05887,经管;科技;流行,神经网络;管理,33,M,14,5,1,0
U05888,流行;经管;科技,推理;奇幻;科学;机器学习,41,F,17,2,0,1
U05889,经管;流行;科技,人工智能;经济学,20,F,8,1,0,0
U05890,科技;流行;经管,算法;编程;科普,22,M,7,2,1,2
U05891,科技;经管;流行,机器学习;绘本;推理;算法,52,F,8,1,0,0
U05892,经管;流行,算法;推理;青春;科学,54,F,8,1,0,0
U05893,流行;经管;科技,武侠;绘本,43,M,8,2,0,0
U05894,科技;流行,推理;理财;绘本;编程,20,M,9,1,0,0
U05895,经管,编程;青春;悬疑,17,F,5,1,0,1
U05896,经管;科技;流行,科学;机器学习;管理,20,M,5,0,0,0
U05897,科技,推理;创业;武侠,15,M,10,1,1,1
U05898,经管;流行,科学;绘本;算法;机器学习,51,F,10,1,0,0
U05899,科技;流行,绘本;经济学;机器学习;科学,41,F,6,0,0,0
U05900,科技;流行,奇幻;武侠;经济学,26,M,11,1,0,0
U05901,流行,编程;悬疑;理财;漫画,39,F,12,0,0,0
U05902,经管,武侠;理财;神经网络,64,M,10,0,0,0
U05903,经管;流行,科幻;科学,39,M,12,1,0,0
U05904,流行;科技,经济学;机器学习;绘本,44,F,6,1,0,0
U05905,科技;流行;经管,科普;推理;商业;漫画,50,M,12,2,1,0
U05906,流行;经管;科技,科学;经济学;奇幻,55,F,9,2,0,1
U05907,科技,理财;推理,49,F,9,2,1,0
U05908,流行;科技,悬疑;管理,36,F,13,4,1,0
U05909,流行;经管;科技,漫画;武侠;科普,29,M,15,1,0,0
U05910,经管;流行;科技,武侠;商业;神经网络;悬疑,53,F,11,3,0,0
U05911,流行,算法;经济学;商业;创业,38,F,5,1,1,0
U05912,科技,创业;绘本,43,M,9,1,1,1
U05913,流行;科技;经管,青春;武侠;科幻;悬疑,52,M,16,3,1,0
U05914,流行;经管;科技,悬疑;奇幻;人工智能;管理,59,F,12,1,0,1
U05915,流行;经管;科技,管理;悬疑;青春,39,F,2,1,1,1
U05916,流行;科技;经管,算法;绘本,31,F,11,2,0,0
U05917,经管,机器学习;武侠,23,M,8,0,0,0
U05918,经管,商业;理财;绘本,33,M,13,2,1,0
U05919,经管,经济学;商业;奇幻;管理,49,F,9,2,0,0
U05920,科技;流行;经管,神经网络;商业,41,F,8,2,0,0
U05921,流行;经管,绘本;创业;青春;管理,26,F,16,4,0,0
U05922,科技,经济学;算法;人工智能,55,F,7,2,1,1
U05923,科技;流行;经管,理财;悬疑,32,F,14,2,1,1
U05924,科技;流行;经管,理财;经济学;商业,40,F,10,1,0,1
U05925,经管;流行,科学;管理;推理;悬疑,18,M,9,1,0,0
U05926,经管;流行,推理;绘本;悬疑,62,F,7,1,0,0
U05927,流行;科技;经管,管理;悬疑;推理;科幻,42,M,8,1,0,1
U05928,流行,漫画;管理;奇幻;悬疑,65,F,13,0,0,0
U05929,经管,漫画;科学;悬疑,41,F,8,2,1,1
U05930,科技;流行,武侠;绘本;科普;漫画,43,M,5,0,0,0
U05931,科技;经管;流行,经济学;绘本;编程,52,F,9,1,0,1
U05932,流行;经管;科技,人工智能;管理;青春;武侠,24,F,11,3,0,1
U05933,经管,机器学习;奇幻;经济学,37,F,7,0,0,0
U05934,经管;流行,商业;管理;算法,22,M,14,1,0,0
U05935,经管;科技;流行,科学;武侠,50,M,12,3,2,2
U05936,流行,人工智能;科学,39,F,10,1,0,1
U05937,科技;流行;经管,神经网络;绘本,38,F,10,2,1,1
U05938,流行,编程;机器学习,60,M,9,2,1,2
U05939,流行,绘本;创业,57,M,10,2,1,0
U05940,经管;流行;科技,编程;青春,25,M,7,2,2,1
U05941,经管,科学;悬疑;管理;商业,50,F,13,1,0,0
U05942,流行,商业;人工智能;奇幻,57,F,9,3,0,0
U05943,科技;流行,科幻;神经网络,19,M,11,5,2,0
U05944,经管;科技,人工智能;机器学习;奇幻;推理,31,F,9,1,1,0
U05945,科技;经管,人工智能;管理;科学;科幻,53,M,10,0,0,0
U05946,流行;经管;科技,商业;管理;算法;创业,28,M,14,2,0,0
U05947,经管;流行,科幻;科学;管理;武侠,52,M,10,2,0,0
U05948,经管;科技;流行,悬疑;武侠;理财;科幻,27,M,9,1,0,0
U05949,经管;科技;流行,科学;人工智能;推理;武侠,39,M,8,1,0,1
U05950,流行,神经网络;奇幻,34,F,11,3,0,0
U05951,科技;流行;经管,青春;漫画;科普,38,F,17,2,0,1
U05952,科技,科学;武侠;科普;悬疑,18,F,6,2,1,1
U05953,科技;流行,算法;科普;科幻,35,F,12,0,0,0
U05954,流行,武侠;编程;漫画;创业,56,F,7,1,0,0
U05955,科技,漫画;悬疑;人工智能;创业,37,M,6,2,1,0
U05956,流行;经管;科技,编程;悬疑;神经网络;漫画,21,F,10,1,1,0
U05957,流行;经管,人工智能;科幻;编程;推理,48,M,11,2,1,2
U05958,流行;经管,经济学;科普;推理,32,M,9,1,0,0
U05959,经管;科技;流行,漫画;经济学,20,M,10,3,2,0
U05960,科技;流行,人工智能;创业;编程,53,F,10,0,0,0
U05961,经管,算法;人工智能;青春,21,M,9,0,0,0
U05962,经管;科技,推理;科普;悬疑;经济学,37,M,7,1,0,0
U05963,流行,漫画;科幻;理财;悬疑,35,F,8,0,0,0
U05964,经管,机器学习;武侠;管理;人工智能,30,F,8,0,0,1
U05965,流行;经管;科技,绘本;推理,32,F,13,2,0,0
U05966,流行,编程;管理;神经网络,56,M,5,2,0,0
U05967,经管;科技;流行,科普;漫画,50,F,8,1,1,0
U05968,流行,商业;神经网络,48,F,12,1,0,0
U05969,流行,人工智能;绘本;神经网络;管理,62,F,7,1,0,1
U05970,经管,绘本;科学;商业;科幻,49,M,9,2,0,0
U05971,经管,人工智能;商业,46,F,7,1,0,0
U05972,流行,商业;漫画;理财;人工智能,46,F,3,0,0,0
U05973,经管;科技;流行,人工智能;编程;悬疑,28,F,8,2,0,0
U05974,流行,商业;人工智能;青春;算法,43,M,9,1,0,0
U05975,经管;流行;科技,创业;经济学,37,M,3,1,1,1
U05976,流行;科技;经管,青春;武侠,53,M,13,3,2,1
U05977,科技;流行,理财;绘本;悬疑;科幻,41,F,13,3,2,1
U05978,流行;科技;经管,推理;管理,19,M,8,1,0,0
U05979,流行,人工智能;神经网络;漫画;青春,30,M,8,2,0,0
U05980,流行;经管;科技,科幻;理财;管理,34,M,7,1,0,0
U05981,科技;流行;经管,漫画;青春;人工智能;推理,50,M,10,3,1,0
U05982,经管;流行;科技,算法;漫画;机器学习,17,M,5,0,0,0
U05983,流行,科幻;绘本;人工智能;创业,43,M,10,0,0,0
U05984,经管,机器学习;编程;悬疑,36,F,10,3,1,0
U05985,经管;科技;流行,推理;科学,52,F,8,0,0,1
U05986,经管;科技;流行,算法;神经网络;管理;经济学,20,F,10,2,1,1
U05987,经管,青春;奇幻;商业;编程,53,F,11,3,0,0
U05988,流行,科幻;编程;机器学习;理财,65,M,7,4,2,0
U05989,流行,奇幻;科普;经济学;编程,40,M,8,1,0,0
U05990,经管;流行,机器学习;创业;算法;漫画,34,M,13,2,0,0
U05991,经管;科技;流行,管理;机器学习;编程;推理,42,F,9,2,1,2
U05992,科技,科普;科幻,30,M,7,0,0,0
U05993,经管;科技,漫画;管理,16,M,11,5,2,1
U05994,经管,人工智能;科学,29,M,10,2,0,0
U05995,流行;科技,机器学习;经济学,16,M,10,1,1,0
U05996,经管;科技;流行,商业;机器学习,49,M,7,1,1,0
U05997,经管;科技,悬疑;奇幻;经济学;科普,55,F,4,1,0,0
U05998,流行,青春;算法;人工智能,29,M,9,0,0,0
U05999,经管,科普;悬疑;理财,50,M,6,1,0,0
U06000,经管;流行,商业;机器学习,26,F,8,1,0,0
U06001,科技;流行,经济学;科幻,27,F,14,2,1,1
U06002,流行;经管,创业;武侠;经济学;商业,46,F,9,2,0,0
U06003,流行;经管,理财;奇幻;编程,20,M,7,1,0,0
U06004,经管,科学;经济学;科幻,21,M,9,2,1,0
U06005,流行;科技,算法;科学;奇幻;人工智能,19,M,15,3,2,0
U06006,经管;流行,理财;绘本,37,M,7,1,0,0
U06007,经管,机器学习;人工智能;绘本;算法,33,M,5,0,0,0
U06008,经管;流行,绘本;神经网络;创业,59,F,16,5,0,0
U06009,经管;科技;流行,理财;漫画;青春;编程,34,M,6,2,1,1
U06010,科技;经管,创业;经济学;奇幻;机器学习,53,M,11,2,2,1
U06011,科技,科学;管理;神经网络,63,F,5,0,0,0
U06012,科技,科学;漫画;科普;管理,59,M,4,3,2,1
U06013,经管,推理;奇幻;理财;机器学习,29,M,6,0,0,0
U06014,经管;流行,创业;人工智能;悬疑;编程,51,F,8,2,0,0
U06015,流行,算法;悬疑,45,M,8,0,0,0
U06016,经管;科技,神经网络;奇幻;青春;人工智能,45,F,5,2,0,0
U06017,科技,人工智能;商业;科普;科学,17,F,7,0,0,0
U06018,经管,推理;武侠;经济学,31,M,7,2,1,0
U06019,经管;科技;流行,推理;商业;漫画;算法,52,F,6,1,0,2
U06020,流行;经管,神经网络;推理,31,F,2,1,0,0
U06021,科技;经管;流行,推理;算法;编程;科普,34,F,7,0,0,0
U06022,流行;科技;经管,人工智能;绘本;科学;理财,59,F,10,2,0,0
U06023,科技;流行,悬疑;算法,63,F,7,0,0,0
U06024,科技,算法;机器学习;奇幻;漫画,53,F,12,4,0,0
U06025,经管,神经网络;漫画;科普;算法,15,F,14,2,0,1
U06026,科技;经管,推理;科普,59,M,13,1,0,0
U06027,流行,武侠;创业;神经网络;青春,23,F,6,0,0,0
U06028,经管;流行;科技,奇幻;神经网络,19,M,7,0,0,0
U06029,科技;经管,悬疑;武侠;管理;神经网络,50,F,9,4,3,3
U06030,流行;经管;科技,青春;推理,53,M,11,2,0,0
U06031,经管;流行,人工智能;科普,23,M,14,2,2,0
U06032,流行;经管;科技,理财;科幻;绘本,61,M,12,3,1,1
U06033,科技,漫画;悬疑,43,M,9,3,1,0
U06034,经管,奇幻;科普;推理,36,F,4,1,0,0
U06035,经管;科技;流行,科普;编程,64,M,10,2,0,0
U06036,经管;科技,商业;理财,41,F,7,1,0,0
U06037,经管,武侠;科学;科普,42,F,11,2,0,0
U06038,流行;科技;经管,科普;机器学习;理财,34,M,7,1,1,0
U06039,科技;流行;经管,奇幻;经济学,16,M,12,0,0,0
U06040,科技;流行;经管,科幻;奇幻;漫画;商业,29,F,5,1,1,1
U06041,经管,算法;人工智能,55,M,8,1,0,0
U06042,科技;流行;经管,人工智能;科普;绘本,22,F,10,2,0,0
U06043,经管;流行;科技,机器学习;绘本;漫画;科学,18,F,16,2,0,0
U06044,科技;流行;经管,机器学习;人工智能;推理;奇幻,59,M,8,1,0,0
U06045,科技,管理;机器学习,41,F,8,0,0,0
U06046,经管;科技;流行,奇幻;经济学;商业,28,F,8,2,1,0
U06047,流行,人工智能;青春;机器学习,33,M,8,3,0,0
