item_id,name,author,create_time,item_categories,item_keywords,city,price,image,description,item_click_last3m,item_cart_last3m,item_buy_last3m,item_forward_last3m,,,,,,
I2849,让时间陪你慢慢变富: 定投改变命运,李笑来,2025/9/4 17:13,文学,随笔,北京,45,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2849.jpg,普通人也能掌握的定投策略，用时间积累财富，实现自由人生,10,1,1,0,,,,,,
I2850,记一忘三二: 全新修订版,李娟,2025/11/26 17:13,文学,中国文学;随笔;散文,深圳,35,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2850.jpg,鲁迅奖得主李娟全新修订随笔，以幽默笔触记录生活日常,22,4,0,0,,,,,,
I2852,讲故事的人: 莫言演讲全编1,莫言,2025/7/12 17:13,文学,中国文学,郑州,49,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2852.jpg,诺奖得主莫言首次完整演讲集，洞见文学与人生,11,1,0,0,,,,,,
I2853,许三观卖血记,余华,2025/8/1 17:13,文学,小说;中国文学;经典;名著,深圳,24,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2853.jpg,以血为价，守护乱世中的温情与尊严,40,7,0,0,,,,,,
I2855,许子东细读张爱玲,许子东,2025/11/23 17:13,文学,中国文学,深圳,49,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2855.jpg,解析张爱玲的文学世界，探寻其独特风格与传奇人生的深刻关联,14,4,2,2,,,,,,
I2856,论中国,[美] 亨利·基辛格,2025/6/14 17:13,文学,经典,深圳,83.12,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2856.jpg,基辛格以战略家视角，解读中国外交传统与围棋智慧，揭示其全,4,0,0,0,,,,,,
I2857,论摄影,(美)苏珊·桑塔格,2025/7/15 17:13,文学,经典,广州,15.22,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2857.jpg,跟随思想巨匠苏珊·桑塔格，洞悉时代真相，淬炼独立批判精神,18,4,0,0,,,,,,
I2858,论生命之短暂: 尤里卡文库,[古罗马]塞涅卡,2025/3/28 17:13,生活,成长,北京,80.28,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2858.jpg,塞涅卡五篇经典，助你摆脱焦虑，在动荡中寻得内心安宁与生命,19,3,0,0,,,,,,
I2859,设局,紫金陈,2025/5/27 17:13,文学,小说,义乌,28,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2859.jpg,逻辑王子以心理学破解完美犯罪,8,3,0,0,,,,,,
I2860,访问童年: 一切从童年开始,殷健灵,2025/9/15 17:13,生活,成长,深圳,60.39,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2860.jpg,访问童年，看见生命的倔强与坚韧,17,4,0,0,,,,,,
I2862,证言,[加拿大] 玛格丽特·阿特伍德,2025/9/15 17:13,文学,小说,武汉,56.11,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2862.jpg,《使女的故事》震撼续作，揭露基列国终极真相，全球争相阅读,13,0,0,0,,,,,,
I2863,诊疗椅上的谎言,鲁宓,2025/10/12 17:13,文学,小说,郑州,49,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2863.jpg,心理专家遭遇谎言诊疗，真相与欺骗的致命博弈,8,0,0,0,,,,,,
I2864,诗人十四个,黄晓丹,2025/8/27 17:13,文学,中国文学,西安,52,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2864.jpg,现代心理学与千年古诗的青春对话,11,1,1,0,,,,,,
I2867,诗词读写初阶,潘文国,2025/8/7 17:13,文学,中国文学,西安,68,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2867.jpg,通过英汉对比，揭示汉语特性与诗词格律之美,14,1,0,0,,,,,,
I2868,诡秘之主 4: 无面人 上,爱潜水的乌贼,2025/12/16 17:13,文学,中国文学,南京,52.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2868.jpg,诡秘侦探的无面人生，于蒸汽迷雾中探寻真相,15,4,0,2,,,,,,
I2869,诡秘之主 5: 无面人 中,爱潜水的乌贼,2025/9/18 17:13,文学,中国文学,义乌,52.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2869.jpg,诡异事件频发，探寻失控非凡者背后的神之途,12,3,0,0,,,,,,
I2870,诡秘之主 6: 无面人 下,爱潜水的乌贼,2025/5/22 17:13,文学,小说;中国文学,义乌,52.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2870.jpg,无面人终卷，窥破命运循环，直面古老神庙的终极秘密,25,8,3,2,,,,,,
I2871,诡秘之主 7: 旅行家 上,爱潜水的乌贼,2025/7/25 17:13,文学,中国文学,上海,52.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2871.jpg,跟随格尔曼·斯帕罗，开启诡秘远洋的惊险探索之旅,11,2,0,0,,,,,,
I2872,语文的生命意蕴: 王崧舟诗意语文教学,王崧舟,2025/8/16 17:13,生活,教育,北京,36,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2872.jpg,诗意语文，唤醒母语教学的灵魂与温度,31,8,0,1,,,,,,
I2873,语文课程与教学内容,王荣生,2025/10/26 17:13,生活,教育,义乌,48,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2873.jpg,王荣生教授力作，直指语文课程与教学内容建设的核心要义,28,5,1,1,,,,,,
I2874,语言恶女: 女性如何夺回语言,[美] 阿曼达·蒙特尔,2025/9/26 17:13,生活,成长,郑州,33.69,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2874.jpg,掀起女性主义语言革命，打破日常性别偏见,18,2,1,1,,,,,,
I2875,误入孤城,陈河  著,2025/6/10 17:13,文学,中国文学,上海,58,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2875.jpg,军阀司机千里送孤信，汽车载着乱世未了情,11,2,0,0,,,,,,
I2876,说吧，房间,林白,2025/11/3 17:13,文学,中国文学,武汉,49,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2876.jpg,一部直击当代女性生存困境，倾听她们内心焦虑与呼喊的力作,9,0,0,0,,,,,,
I2877,说苑校证,刘 向,2025/10/13 17:13,文学,中国文学,南京,66.08,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2877.jpg,从古籍对话中汲取处世智慧与领导哲学,11,0,0,0,,,,,,
I2878,请照顾好我妈妈,[韩] 申京淑,2025/11/9 17:13,文学,外国文学,武汉,60.47,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2878.jpg,子女寻母揭开沉默人生，发现母亲被遗忘的梦想与渴望,12,1,1,0,,,,,,
I2880,请画一下爱2,舒然,2025/12/6 17:13,生活,成长,南京,54.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2880.jpg,用画笔疗愈心灵，将思念与孤独绘成温暖的回忆,20,1,0,1,,,,,,
I2881,请这样对待孩子的大脑,阿尔瓦罗·毕尔巴鄂,2025/8/23 17:13,生活,教育,广州,19.09,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2881.jpg,从脑科学出发，用科学方法培养孩子智商与情商,24,5,2,2,,,,,,
I2882,诸葛亮,[日]陈舜臣,2025/9/2 17:13,文学,中国文学,南京,47.18,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2882.jpg,以史学笔法还原诸葛亮，洞察其抉择与宿命,10,3,1,0,,,,,,
I2883,诺拉·韦伯斯特,[爱尔兰] 科尔姆·托宾,2025/9/30 17:13,文学,外国文学,义乌,32.03,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2883.jpg,中年丧偶的诺拉，在悲痛与拮据中，重寻生活与自我的坚韧力量,15,2,0,0,,,,,,
I2884,读书与跌宕自喜,马雁,2025/10/14 17:13,文学,中国文学,广州,88,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2884.jpg,在阅读中照见自我生命的辽阔与激荡,13,2,1,1,,,,,,
I2885,读库2202,张立宪 主编、栾颖新、谭夏阳、骆淑景,2025/5/21 17:13,文学,中国文学,武汉,42,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2885.jpg,八册书信揭开民国小人物被遗忘的日常与深情,12,0,0,0,,,,,,
I2886,读库2504,张立宪 主编,2025/7/24 17:13,文学,随笔,南京,42,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2886.jpg,胜利日前夜，聚焦重庆五日风云，重现抗战胜利的惊心动魄,6,1,0,0,,,,,,
I2887,读懂孩子的心,樊登,2025/5/9 17:13,生活,教育,深圳,56,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2887.jpg,破解亲子伤害之道，始于父母终身学习,23,7,2,0,,,,,,
I2888,读者,梁文道,2025/9/26 17:13,文学,随笔,杭州,48,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2888.jpg,在碎片时代，重建深度阅读的智识与趣味,9,1,0,0,,,,,,
I2889,读者时代,唐诺,2025/4/15 17:13,文学,随笔,北京,69,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2889.jpg,从唐诺开始，在读者时代里寻找阅读的起点与无尽答案,13,1,0,1,,,,,,
I2890,课程的逻辑,钟启泉,2025/7/14 17:13,生活,教育,成都,45,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2890.jpg,钟启泉教授课程改革思想精粹，直指教育改革核心,32,5,1,0,,,,,,
I2891,谁是你的重要他人,毕淑敏,2025/8/11 17:13,文学,随笔,深圳,45,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2891.jpg,毕淑敏以心理医生与作家之眼，助你疗愈孤独，活出真实自我,11,3,1,1,,,,,,
I2892,谁是未来的中队长,王安忆 著、姚红 绘,2025/11/29 17:13,生活,成长,广州,48,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2892.jpg,王安忆笔下上海弄堂里的孩子，在孤独与脆弱中悄然生长,18,2,0,0,,,,,,
I2893,谁杀了她,(日) 东野圭吾,2025/11/18 17:13,文学,小说,义乌,93.88,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2893.jpg,挑战你的推理极限，亲手揭开凶手身份的唯一谜题,8,0,0,0,,,,,,
I2894,谁来决定吃什么,陈宇慧,2025/6/18 17:13,文学,中国文学;随笔;散文,北京,52,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2894.jpg,百万美食博主陈宇慧，以女性视角书写食物与生活的选票,26,8,3,2,,,,,,
I2895,谁能追踪你的笔意呢,张怡微,2025/10/25 17:13,文学,随笔;散文,义乌,69,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2895.jpg,从求学成长中提炼内省，于日常细节里洞察人情世故,25,2,0,0,,,,,,
I2897,调笑如昔一少年,王正方,2025/4/5 17:13,文学,随笔,武汉,46,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2897.jpg,跟随少年视角，重温顽皮青涩的成长岁月，感受时代变迁下的纯,8,3,1,0,,,,,,
I2898,谈美,朱光潜,2025/4/2 17:13,文学,中国文学,武汉,30,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2898.jpg,美是生活，此书为你开启美的发现之旅,14,2,0,1,,,,,,
I2899,谈虎集,周作人,2025/10/5 17:13,文学,散文,北京,81.17,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2899.jpg,周作人直面时代巨变的犀利思想实录,15,3,1,4,,,,,,
I2900,谋杀前夜,核融炉,2025/5/10 17:13,文学,中国文学,南京,58,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2900.jpg,在爱与罪的深渊中，探寻人性共情的终极答案,11,3,0,0,,,,,,
I2902,豆子的历史,[美]肯·阿尔巴拉,2025/9/5 17:13,文学,随笔,西安,69.04,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2902.jpg,一颗豆子，见证人类文明万年迁徙与味觉革命,13,1,0,0,,,,,,
I2903,豆子芝麻茶: 和妈妈的最后絮叨,杨本芬,2025/11/14 17:13,文学,中国文学,南京,39.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2903.jpg,女性平民史歌，书写婚姻与伤痛的极限,8,1,1,0,,,,,,
I2904,象人,维克瑞,2025/4/24 17:13,文学,名著,武汉,65.36,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2904.jpg,一个被嫌弃的人，如何点亮了全世界的夜晚,8,2,1,1,,,,,,
I2905,象棋的故事,[奥]斯蒂芬·茨威格,2025/12/22 17:13,文学,小说;外国文学;经典,广州,12.26,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2905.jpg,茨威格绝笔之作，以棋局洞见心灵深渊，展现人类精神的极致抗争,29,7,1,1,,,,,,
I2906,象首迷宮,白井智之,2025/6/26 17:13,文学,小说,义乌,39.32,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2906.jpg,翻开此书，直面精神科医师象山完美家庭下的骇人秘密与人性深渊,14,2,0,1,,,,,,
I2907,貓的人類征服史（二版）: 從封神到屠殺，是惡靈也是萌寵！看貓咪與人類千萬年相牽的跌宕命運史,林韻,2025/9/26 17:13,文学,经典,北京,62.9,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2907.jpg,从古埃及到中世纪，看猫咪如何一步步俘获人心，悄然改变世界,14,1,0,0,,,,,,
I2908,贝多芬的骰子,贾晓伟,2025/7/3 17:13,文学,随笔,郑州,45,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2908.jpg,古典乐评论大家，解码音乐巨匠的灵魂密码,16,1,0,0,,,,,,
I2909,负暄琐话,张中行,2025/12/14 17:13,文学,随笔,义乌,29,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2909.jpg,张中行负暄三话，以温润笔触忆旧人旧事，于闲谈中见真知与深情,10,3,2,1,,,,,,
I2910,财务自由之路: 7年内赚到你的第一个1000万,[德国] 博多·舍费尔,2025/8/9 17:13,文学,经典,广州,68.43,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2910.jpg,改变千万人的金钱观念，开启你的财富自由之路,17,3,1,0,,,,,,
I2911,财务自由第一课,帅健翔,2025/5/9 17:13,生活,成长,成都,52,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2911.jpg,富爸爸亲授弟子，为你重塑财富认知，走向财务自由,16,2,0,0,,,,,,
I2912,财富的真相,李笑来,2025/4/19 17:13,生活,成长,义乌,58,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2912.jpg,财富唯一来源是生产，而生产本质是时间的转化,17,4,1,1,,,,,,
I2913,财富自由之路 (修订版),李笑来,2025/4/25 17:13,生活,成长,深圳,89,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2913.jpg,通往财富自由的三种个人商业模式,26,4,1,0,,,,,,
I2914,贪婪之羊,[日] 美轮和音,2025/7/2 17:13,文学,小说,郑州,79.57,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2914.jpg,人性深渊的惊悚寓言，都市传说下的贪婪与恐惧,9,4,1,0,,,,,,
I2915,贫困旅行记,[日] 柘植义春,2025/9/12 17:13,文学,随笔,义乌,22.94,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2915.jpg,日本隐世漫画大师的蒸发之旅，乡郊穷游的体悟,17,4,0,0,,,,,,
I2916,资治通鉴熊逸版第3辑: 秦汉风云,熊逸,2025/12/20 17:13,文学,中国文学,南京,399,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2916.jpg,熊逸以现代思维串讲千年兴衰，为你打通读史任督二脉,2,1,0,0,,,,,,
I2917,资治通鉴熊逸版（第五辑）：新莽乱世,熊逸,2025/10/29 17:13,文学,中国文学,成都,399,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2917.jpg,以思想史读法，为你拆解千年王朝的兴衰密码,0,0,0,0,,,,,,
I2918,赌徒,[俄] 费奥多尔·陀思妥耶夫斯基,2025/10/4 17:13,文学,小说,义乌,68.67,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2918.jpg,深入病态心灵，揭示人性深渊的永恒杰作,14,2,0,1,,,,,,
I2919,赚钱的艺术,蔡澜,2025/7/1 17:13,文学,随笔,南京,48,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2919.jpg,蔡澜以金钱与人生为镜，照见财富背后的生活智慧,14,2,2,0,,,,,,
I2921,赞美不沉默: 随机图书馆02,随机波动、张之琪、[内地] 傅适野、[内地] 冷建国,2025/6/9 17:13,文学,随笔,上海,62,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2921.jpg,在不确定的时代，寻找联结与坐标,9,2,0,0,,,,,,
I2922,赞美闲散,[英]伯特兰 ·罗素,2025/9/27 17:13,文学,随笔,杭州,70.02,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2922.jpg,罗素教你如何摆脱社会规训，活出自由,15,4,0,0,,,,,,
I2924,赡养人类,刘慈欣,2025/12/15 17:13,文学,小说;中国文学,武汉,38,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2924.jpg,当富人雇佣杀手向穷人撒钱，荒谬中窥见贫富真相,20,1,1,0,,,,,,
I2925,走出唯一真理观,陈嘉映,2025/12/9 17:13,生活,成长,杭州,58,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2925.jpg,陈嘉映新作，于纷繁时代以哲学指引，召唤爱思考的人共寻良好,21,8,1,1,,,,,,
I2926,走出戈壁,单伟建,2025/6/8 17:13,生活,成长,西安,148,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2926.jpg,从戈壁到华尔街，一个中国金融家的崛起之路,18,2,1,0,,,,,,
I2927,走出非洲,[丹麦] 凯伦·布里克森,2025/10/14 17:13,文学,外国文学;散文,义乌,63.62,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2927.jpg,一部女性在非洲旷野中追寻自由与生命的灵魂史诗,25,5,2,1,,,,,,
I2928,走出黑森林：自我转变的旅程,陈海贤,2025/8/29 17:13,生活,成长,杭州,69,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2928.jpg,在煎熬与迷茫中，做出忠于内心的勇敢选择,18,5,0,0,,,,,,
I2929,走到人生边上: 自问自答,杨绛,2025/12/10 17:13,文学,随笔,南京,29,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2929.jpg,走到人生边上的灵魂自问，为生命根本问题提供澄澈答案,11,5,1,0,,,,,,
I2930,走在信仰的路上（一）：东来随笔 心的分享: 胖东来文化分享系列,于东来,2025/7/16 17:13,文学,随笔,上海,23,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2930.jpg,胖东来首部企业文化书，分享爱与生活的经营智慧,13,0,0,0,,,,,,
I2931,走夜路请放声歌唱,李娟,2025/7/21 17:13,文学,中国文学;随笔;散文,武汉,59,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2931.jpg,李娟以散文拨开内心幽远，在旷野与回忆中寻获生命亮光,22,4,1,1,,,,,,
I2933,走路找猪,加西,2025/12/1 17:13,文学,随笔,武汉,58,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2933.jpg,步行上下班，与万物对话，看见日常的诗意,17,4,1,0,,,,,,
I2934,走，去唐朝住一晚2,云葭,2025/6/4 17:13,生活,成长,南京,55,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2934.jpg,穿越回古代，体验古人衣食住行的趣味生活指南,17,3,0,0,,,,,,
I2935,赵南栋: 陈映真小说全集03,陈映真,2025/6/2 17:13,文学,中国文学,义乌,79,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2935.jpg,陈映真小说全集大陆首度面世，以体温与勇气刻写台湾历史后街,10,1,0,0,,,,,,
I2937,趁一切还来得及，做自己喜欢的事,（美）摩西奶奶,2025/7/14 17:13,文学,随笔,深圳,39.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2937.jpg,76岁学画，用一生诠释热爱与坚持的力量,8,1,0,1,,,,,,
I2939,超正经凶案调查: 都市篇,法医秦明,2025/9/2 17:13,文学,中国文学,杭州,59,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2939.jpg,法医秦明揭秘真实凶案，满足你对神秘案件的好奇心,7,2,0,0,,,,,,
I2940,超越快樂原則,Sigmund Freud,2025/8/18 17:13,文学,经典,广州,380,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2940.jpg,深入潜意识核心，解析人格结构，揭示人类心理冲突的终极根源,2,0,0,0,,,,,,
I2941,超越百岁: 长寿的科学与艺术,彼得 · 阿提亚（Peter Attia）、比尔 · 吉福德（Bill Gifford）,2025/3/29 17:13,文学,中国文学,广州,69.93,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2941.jpg,颠覆健康认知，顶尖专家亲历的防病抗衰科学指南,12,4,0,0,,,,,,
I2942,超长篇机器猫哆啦A梦15: 大雄的创世纪日记,藤子.F.不二雄,2025/3/29 17:13,文学,经典,成都,11.28,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2942.jpg,穿越时空，与大雄开启一场改变世界命运的魔境大冒险,15,1,1,0,,,,,,
I2943,超长篇机器猫哆啦A梦4: 大雄在海底鬼岩城堡,藤子·F·不二雄,2025/8/23 17:13,文学,经典,广州,61.13,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2943.jpg,哆啦A梦携大雄潜入神秘海底城堡，开启惊心动魄的深海大冒险,10,3,1,0,,,,,,
I2944,超长篇机器猫哆啦A梦5: 大雄在魔界大冒险,藤子·F·不二雄,2025/10/25 17:13,文学,经典,义乌,46.45,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2944.jpg,哆啦A梦携魔法道具，与大雄勇闯魔界开启奇幻冒险,11,2,0,1,,,,,,
I2945,超长篇机器猫哆啦A梦6: 大雄与宇宙小战争,藤子.F.不二雄,2025/9/1 17:13,文学,经典,南京,16.43,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2945.jpg,与哆啦A梦开启星际冒险，守护纯真友谊,14,2,0,0,,,,,,
I2946,超长篇机器猫哆啦A梦8: 大雄与恐龙骑士,藤子·F·不二雄,2025/5/1 17:13,文学,经典,义乌,23.46,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2946.jpg,哆啦A梦与伙伴们穿越时空，展开一场守护远古恐龙王国的热血,4,1,0,0,,,,,,
I2947,越过内心那座山: 12个普遍心理问题的自我疗愈,[美]伊迪丝·伊娃·埃格尔,2025/10/10 17:13,生活,成长,成都,45.82,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2947.jpg,走出自我建造的牢笼，获得心灵的自由,26,2,1,3,,,,,,
I2948,趣话数学: 120篇与孩子的数学启蒙对话,昍爸,2025/9/15 17:13,生活,教育,杭州,79.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2948.jpg,从数感几何到逻辑思维，轻松开启小学低年级数学启蒙之旅,14,2,0,1,,,,,,
I2949,跟小元谈中国建筑,王镇华,2025/10/1 17:13,文学,随笔,广州,59.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2949.jpg,跟随父亲视角，从一栋房子到一座城，轻松读懂中国建筑之美,13,0,0,0,,,,,,
I2950,路边野餐,[俄] 阿卡迪·斯特鲁伽茨基、[俄] 鲍里斯·斯特鲁伽茨基,2025/8/14 17:13,文学,外国文学,杭州,47.19,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2950.jpg,外星污染区催生末日畸变，人类与异象殊死抗争,8,0,0,0,,,,,,
I2951,跳舞的小丑,[日] 北山猛邦,2025/11/20 17:13,文学,小说,深圳,29.25,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2951.jpg,胆小挚友暗藏解谜天赋，联手作家破解匪夷所思的谜案,9,1,0,0,,,,,,
I2952,身体从未忘记: 心理创伤疗愈中的大脑、心智和身体,[美] 巴塞尔·范德考克,2025/5/7 17:13,文学,外国文学;经典,南京,86.91,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/2952.jpg,疗愈创伤，从读懂身体的记忆开始，重获内心安宁,34,4,0,1,,,,,,
